"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 03 21:50:57 IST 2024","Wed Jul 03 21:51:15 IST 2024","18080","All Test Suite","NegativeTC","Selenium.Selenium005","Selenium.Selenium005","NegativeTC","NegativeTC",""
